year,month,division,rainfall_mm,data_quality
2019,6,Sylhet,910.8,climatological_estimate
2019,7,Barishal,475.2,climatological_estimate
2019,7,Chattogram,674.3,climatological_estimate
2019,7,Dhaka,418.0,climatological_estimate
2019,7,Khulna,407.0,climatological_estimate
2019,7,Mymensingh,462.0,climatological_estimate
2019,7,Rajshahi,391.6,climatological_estimate
2019,7,Rangpur,457.6,climatological_estimate
2019,7,Sylhet,838.2,climatological_estimate
2019,8,Barishal,434.5,climatological_estimate
2019,8,Chattogram,533.5,climatological_estimate
2019,8,Dhaka,347.6,climatological_estimate
2019,8,Khulna,360.8,climatological_estimate
2019,8,Mymensingh,404.8,climatological_estimate
2019,8,Rajshahi,355.3,climatological_estimate
2019,8,Rangpur,415.8,climatological_estimate
2019,8,Sylhet,657.8,climatological_estimate
2019,9,Barishal,349.8,climatological_estimate
2019,9,Chattogram,345.4,climatological_estimate
2019,9,Dhaka,268.4,climatological_estimate
2019,9,Khulna,294.8,climatological_estimate
2019,9,Mymensingh,324.5,climatological_estimate
2019,9,Rajshahi,260.7,climatological_estimate
2019,9,Rangpur,308.0,climatological_estimate
2019,9,Sylhet,470.8,climatological_estimate
2019,10,Barishal,200.2,climatological_estimate
2019,10,Chattogram,167.2,climatological_estimate
2019,10,Dhaka,125.4,climatological_estimate
2019,10,Khulna,162.8,climatological_estimate
2019,10,Mymensingh,154.0,climatological_estimate
2019,10,Rajshahi,77.0,climatological_estimate
2019,10,Rangpur,134.2,climatological_estimate
2019,10,Sylhet,239.8,climatological_estimate
2019,11,Barishal,49.4,climatological_estimate
2019,11,Chattogram,39.1,climatological_estimate
2019,11,Dhaka,19.6,climatological_estimate
2019,11,Khulna,39.1,climatological_estimate
2019,11,Mymensingh,22.7,climatological_estimate
2019,11,Rajshahi,8.2,climatological_estimate
2019,11,Rangpur,15.5,climatological_estimate
2019,11,Sylhet,59.7,climatological_estimate
2019,12,Barishal,14.4,climatological_estimate
2019,12,Chattogram,9.3,climatological_estimate
2019,12,Dhaka,4.1,climatological_estimate
2019,12,Khulna,12.4,climatological_estimate
2019,12,Mymensingh,6.2,climatological_estimate
2019,12,Rajshahi,4.1,climatological_estimate
2019,12,Rangpur,5.2,climatological_estimate
2019,12,Sylhet,18.5,climatological_estimate
2020,1,Barishal,19.0,climatological_estimate
2020,1,Chattogram,9.5,climatological_estimate
2020,1,Dhaka,8.4,climatological_estimate
2020,1,Khulna,15.8,climatological_estimate
2020,1,Mymensingh,12.6,climatological_estimate
2020,1,Rajshahi,9.5,climatological_estimate
2020,1,Rangpur,10.5,climatological_estimate
2020,1,Sylhet,23.2,climatological_estimate
2020,2,Barishal,26.4,climatological_estimate
2020,2,Chattogram,21.1,climatological_estimate
2020,2,Dhaka,15.8,climatological_estimate
2020,2,Khulna,25.3,climatological_estimate
2020,2,Mymensingh,23.2,climatological_estimate
2020,2,Rajshahi,19.0,climatological_estimate
2020,2,Rangpur,21.1,climatological_estimate
2020,2,Sylhet,42.2,climatological_estimate
2020,3,Barishal,44.3,climatological_estimate
2020,3,Chattogram,40.1,climatological_estimate
2020,3,Dhaka,25.3,climatological_estimate
2020,3,Khulna,31.6,climatological_estimate
2020,3,Mymensingh,42.2,climatological_estimate
2020,3,Rajshahi,20.0,climatological_estimate
2020,3,Rangpur,33.7,climatological_estimate
2020,3,Sylhet,126.5,climatological_estimate
2020,4,Barishal,83.1,climatological_estimate
2020,4,Chattogram,94.2,climatological_estimate
2020,4,Dhaka,69.8,climatological_estimate
2020,4,Khulna,60.9,climatological_estimate
2020,4,Mymensingh,88.6,climatological_estimate
2020,4,Rajshahi,33.2,climatological_estimate
2020,4,Rangpur,72.0,climatological_estimate
2020,4,Sylhet,293.6,climatological_estimate
2020,5,Barishal,186.1,climatological_estimate
2020,5,Chattogram,279.2,climatological_estimate
2020,5,Dhaka,150.7,climatological_estimate
2020,5,Khulna,137.4,climatological_estimate
2020,5,Mymensingh,212.7,climatological_estimate
2020,5,Rajshahi,84.2,climatological_estimate
2020,5,Rangpur,182.8,climatological_estimate
2020,5,Sylhet,515.2,climatological_estimate
2020,6,Barishal,430.7,climatological_estimate
2020,6,Chattogram,644.3,climatological_estimate
2020,6,Dhaka,382.3,climatological_estimate
2020,6,Khulna,333.9,climatological_estimate
2020,6,Mymensingh,430.7,climatological_estimate
2020,6,Rajshahi,257.2,climatological_estimate
2020,6,Rangpur,368.2,climatological_estimate
2020,6,Sylhet,977.0,climatological_estimate
2020,7,Barishal,509.8,climatological_estimate
2020,7,Chattogram,723.3,climatological_estimate
2020,7,Dhaka,448.4,climatological_estimate
2020,7,Khulna,436.6,climatological_estimate
2020,7,Mymensingh,495.6,climatological_estimate
2020,7,Rajshahi,420.1,climatological_estimate
2020,7,Rangpur,490.9,climatological_estimate
2020,7,Sylhet,899.2,climatological_estimate
2020,8,Barishal,466.1,climatological_estimate
2020,8,Chattogram,572.3,climatological_estimate
2020,8,Dhaka,372.9,climatological_estimate
2020,8,Khulna,387.0,climatological_estimate
2020,8,Mymensingh,434.2,climatological_estimate
2020,8,Rajshahi,381.1,climatological_estimate
2020,8,Rangpur,446.0,climatological_estimate
2020,8,Sylhet,705.6,climatological_estimate
2020,9,Barishal,375.2,climatological_estimate
2020,9,Chattogram,370.5,climatological_estimate
2020,9,Dhaka,287.9,climatological_estimate
2020,9,Khulna,316.2,climatological_estimate
2020,9,Mymensingh,348.1,climatological_estimate
2020,9,Rajshahi,279.7,climatological_estimate
2020,9,Rangpur,330.4,climatological_estimate
2020,9,Sylhet,505.0,climatological_estimate
2020,10,Barishal,214.8,climatological_estimate
2020,10,Chattogram,179.4,climatological_estimate
2020,10,Dhaka,134.5,climatological_estimate
2020,10,Khulna,174.6,climatological_estimate
2020,10,Mymensingh,165.2,climatological_estimate
2020,10,Rajshahi,82.6,climatological_estimate
2020,10,Rangpur,144.0,climatological_estimate
2020,10,Sylhet,257.2,climatological_estimate
2020,11,Barishal,50.6,climatological_estimate
2020,11,Chattogram,40.1,climatological_estimate
2020,11,Dhaka,20.0,climatological_estimate
2020,11,Khulna,40.1,climatological_estimate
2020,11,Mymensingh,23.2,climatological_estimate
2020,11,Rajshahi,8.4,climatological_estimate
2020,11,Rangpur,15.8,climatological_estimate
2020,11,Sylhet,61.1,climatological_estimate
2020,12,Barishal,14.8,climatological_estimate
2020,12,Chattogram,9.5,climatological_estimate
2020,12,Dhaka,4.2,climatological_estimate
2020,12,Khulna,12.6,climatological_estimate
2020,12,Mymensingh,6.3,climatological_estimate
2020,12,Rajshahi,4.2,climatological_estimate
2020,12,Rangpur,5.3,climatological_estimate
2020,12,Sylhet,19.0,climatological_estimate
2021,1,Barishal,18.2,climatological_estimate
2021,1,Chattogram,9.1,climatological_estimate
2021,1,Dhaka,8.1,climatological_estimate
2021,1,Khulna,15.2,climatological_estimate
2021,1,Mymensingh,12.1,climatological_estimate
2021,1,Rajshahi,9.1,climatological_estimate
2021,1,Rangpur,10.1,climatological_estimate
2021,1,Sylhet,22.3,climatological_estimate
2021,2,Barishal,25.3,climatological_estimate
2021,2,Chattogram,20.2,climatological_estimate
2021,2,Dhaka,15.2,climatological_estimate
2021,2,Khulna,24.3,climatological_estimate
2021,2,Mymensingh,22.3,climatological_estimate
2021,2,Rajshahi,18.2,climatological_estimate
2021,2,Rangpur,20.2,climatological_estimate
2021,2,Sylhet,40.5,climatological_estimate
2021,3,Barishal,42.5,climatological_estimate
2021,3,Chattogram,38.5,climatological_estimate
2021,3,Dhaka,24.3,climatological_estimate
2021,3,Khulna,30.4,climatological_estimate
2021,3,Mymensingh,40.5,climatological_estimate
2021,3,Rajshahi,19.2,climatological_estimate
2021,3,Rangpur,32.4,climatological_estimate
2021,3,Sylhet,121.4,climatological_estimate
2021,4,Barishal,76.8,climatological_estimate
2021,4,Chattogram,87.0,climatological_estimate
2021,4,Dhaka,64.5,climatological_estimate
2021,4,Khulna,56.3,climatological_estimate
2021,4,Mymensingh,81.9,climatological_estimate
2021,4,Rajshahi,30.7,climatological_estimate
2021,4,Rangpur,66.6,climatological_estimate
2021,4,Sylhet,271.4,climatological_estimate
2021,5,Barishal,172.0,climatological_estimate
2021,5,Chattogram,258.0,climatological_estimate
2021,5,Dhaka,139.3,climatological_estimate
2021,5,Khulna,127.0,climatological_estimate
2021,5,Mymensingh,196.6,climatological_estimate
2021,5,Rajshahi,77.8,climatological_estimate
2021,5,Rangpur,169.0,climatological_estimate
2021,5,Sylhet,476.2,climatological_estimate
2021,6,Barishal,379.6,climatological_estimate
2021,6,Chattogram,567.8,climatological_estimate
2021,6,Dhaka,337.0,climatological_estimate
2021,6,Khulna,294.3,climatological_estimate
2021,6,Mymensingh,379.6,climatological_estimate
2021,6,Rajshahi,226.7,climatological_estimate
2021,6,Rangpur,324.5,climatological_estimate
2021,6,Sylhet,861.1,climatological_estimate
2021,7,Barishal,449.3,climatological_estimate
2021,7,Chattogram,637.5,climatological_estimate
2021,7,Dhaka,395.2,climatological_estimate
2021,7,Khulna,384.8,climatological_estimate
2021,7,Mymensingh,436.8,climatological_estimate
2021,7,Rajshahi,370.2,climatological_estimate
2021,7,Rangpur,432.6,climatological_estimate
2021,7,Sylhet,792.5,climatological_estimate
2021,8,Barishal,410.8,climatological_estimate
2021,8,Chattogram,504.4,climatological_estimate
2021,8,Dhaka,328.6,climatological_estimate
2021,8,Khulna,341.1,climatological_estimate
2021,8,Mymensingh,382.7,climatological_estimate
2021,8,Rajshahi,335.9,climatological_estimate
2021,8,Rangpur,393.1,climatological_estimate
2021,8,Sylhet,621.9,climatological_estimate
2021,9,Barishal,330.7,climatological_estimate
2021,9,Chattogram,326.6,climatological_estimate
2021,9,Dhaka,253.8,climatological_estimate
2021,9,Khulna,278.7,climatological_estimate
2021,9,Mymensingh,306.8,climatological_estimate
2021,9,Rajshahi,246.5,climatological_estimate
2021,9,Rangpur,291.2,climatological_estimate
2021,9,Sylhet,445.1,climatological_estimate
2021,10,Barishal,189.3,climatological_estimate
2021,10,Chattogram,158.1,climatological_estimate
2021,10,Dhaka,118.6,climatological_estimate
2021,10,Khulna,153.9,climatological_estimate
2021,10,Mymensingh,145.6,climatological_estimate
2021,10,Rajshahi,72.8,climatological_estimate
2021,10,Rangpur,126.9,climatological_estimate
2021,10,Sylhet,226.7,climatological_estimate
2021,11,Barishal,48.6,climatological_estimate
2021,11,Chattogram,38.5,climatological_estimate
2021,11,Dhaka,19.2,climatological_estimate
2021,11,Khulna,38.5,climatological_estimate
2021,11,Mymensingh,22.3,climatological_estimate
2021,11,Rajshahi,8.1,climatological_estimate
2021,11,Rangpur,15.2,climatological_estimate
2021,11,Sylhet,58.7,climatological_estimate
2021,12,Barishal,14.2,climatological_estimate
2021,12,Chattogram,9.1,climatological_estimate
2021,12,Dhaka,4.0,climatological_estimate
2021,12,Khulna,12.1,climatological_estimate
2021,12,Mymensingh,6.1,climatological_estimate
2021,12,Rajshahi,4.0,climatological_estimate
2021,12,Rangpur,5.1,climatological_estimate
2021,12,Sylhet,18.2,climatological_estimate
2022,1,Barishal,19.2,climatological_estimate
2022,1,Chattogram,9.6,climatological_estimate
2022,1,Dhaka,8.5,climatological_estimate
2022,1,Khulna,16.0,climatological_estimate
2022,1,Mymensingh,12.8,climatological_estimate
2022,1,Rajshahi,9.6,climatological_estimate
2022,1,Rangpur,10.7,climatological_estimate
2022,1,Sylhet,23.5,climatological_estimate
2022,2,Barishal,26.7,climatological_estimate
2022,2,Chattogram,21.3,climatological_estimate
2022,2,Dhaka,16.0,climatological_estimate
2022,2,Khulna,25.6,climatological_estimate
2022,2,Mymensingh,23.5,climatological_estimate
2022,2,Rajshahi,19.2,climatological_estimate
2022,2,Rangpur,21.3,climatological_estimate
2022,2,Sylhet,42.6,climatological_estimate
2022,3,Barishal,44.8,climatological_estimate
2022,3,Chattogram,40.5,climatological_estimate
2022,3,Dhaka,25.6,climatological_estimate
2022,3,Khulna,32.0,climatological_estimate
2022,3,Mymensingh,42.6,climatological_estimate
2022,3,Rajshahi,20.3,climatological_estimate
2022,3,Rangpur,34.1,climatological_estimate
2022,3,Sylhet,127.9,climatological_estimate
2022,4,Barishal,84.9,climatological_estimate
2022,4,Chattogram,96.2,climatological_estimate
2022,4,Dhaka,71.3,climatological_estimate
2022,4,Khulna,62.3,climatological_estimate
2022,4,Mymensingh,90.6,climatological_estimate
2022,4,Rajshahi,34.0,climatological_estimate
2022,4,Rangpur,73.6,climatological_estimate
2022,4,Sylhet,300.0,climatological_estimate
2022,5,Barishal,190.2,climatological_estimate
2022,5,Chattogram,285.3,climatological_estimate
2022,5,Dhaka,154.0,climatological_estimate
2022,5,Khulna,140.4,climatological_estimate
2022,5,Mymensingh,217.3,climatological_estimate
2022,5,Rajshahi,86.0,climatological_estimate
2022,5,Rangpur,186.8,climatological_estimate
2022,5,Sylhet,526.4,climatological_estimate
2022,6,Barishal,445.3,climatological_estimate
2022,6,Chattogram,666.1,climatological_estimate
2022,6,Dhaka,395.3,climatological_estimate
2022,6,Khulna,345.3,climatological_estimate
2022,6,Mymensingh,445.3,climatological_estimate
2022,6,Rajshahi,266.0,climatological_estimate
2022,6,Rangpur,380.6,climatological_estimate
2022,6,Sylhet,1531.8,climatological_estimate
2022,7,Barishal,527.0,climatological_estimate
2022,7,Chattogram,747.9,climatological_estimate
2022,7,Dhaka,463.6,climatological_estimate
2022,7,Khulna,451.4,climatological_estimate
2022,7,Mymensingh,512.4,climatological_estimate
2022,7,Rajshahi,434.3,climatological_estimate
2022,7,Rangpur,507.5,climatological_estimate
2022,7,Sylhet,1409.7,climatological_estimate
2022,8,Barishal,481.9,climatological_estimate
2022,8,Chattogram,591.7,climatological_estimate
2022,8,Dhaka,385.5,climatological_estimate
2022,8,Khulna,400.2,climatological_estimate
2022,8,Mymensingh,449.0,climatological_estimate
2022,8,Rajshahi,394.1,climatological_estimate
2022,8,Rangpur,461.2,climatological_estimate
2022,8,Sylhet,729.6,climatological_estimate
2022,9,Barishal,388.0,climatological_estimate
2022,9,Chattogram,383.1,climatological_estimate
2022,9,Dhaka,297.7,climatological_estimate
2022,9,Khulna,327.0,climatological_estimate
2022,9,Mymensingh,359.9,climatological_estimate
2022,9,Rajshahi,289.1,climatological_estimate
2022,9,Rangpur,341.6,climatological_estimate
2022,9,Sylhet,522.2,climatological_estimate
2022,10,Barishal,222.0,climatological_estimate
2022,10,Chattogram,185.4,climatological_estimate
2022,10,Dhaka,139.1,climatological_estimate
2022,10,Khulna,180.6,climatological_estimate
2022,10,Mymensingh,170.8,climatological_estimate
2022,10,Rajshahi,85.4,climatological_estimate
2022,10,Rangpur,148.8,climatological_estimate
2022,10,Sylhet,266.0,climatological_estimate
2022,11,Barishal,51.2,climatological_estimate
2022,11,Chattogram,40.5,climatological_estimate
2022,11,Dhaka,20.3,climatological_estimate
2022,11,Khulna,40.5,climatological_estimate
2022,11,Mymensingh,23.5,climatological_estimate
2022,11,Rajshahi,8.5,climatological_estimate
2022,11,Rangpur,16.0,climatological_estimate
2022,11,Sylhet,61.8,climatological_estimate
2022,12,Barishal,14.9,climatological_estimate
2022,12,Chattogram,9.6,climatological_estimate
2022,12,Dhaka,4.3,climatological_estimate
2022,12,Khulna,12.8,climatological_estimate
2022,12,Mymensingh,6.4,climatological_estimate
2022,12,Rajshahi,4.3,climatological_estimate
2022,12,Rangpur,5.3,climatological_estimate
2022,12,Sylhet,19.2,climatological_estimate
2023,1,Barishal,18.3,climatological_estimate
2023,1,Chattogram,9.1,climatological_estimate
2023,1,Dhaka,8.1,climatological_estimate
2023,1,Khulna,15.2,climatological_estimate
2023,1,Mymensingh,12.2,climatological_estimate
2023,1,Rajshahi,9.1,climatological_estimate
2023,1,Rangpur,10.1,climatological_estimate
2023,1,Sylhet,22.3,climatological_estimate
2023,2,Barishal,25.4,climatological_estimate
2023,2,Chattogram,20.3,climatological_estimate
2023,2,Dhaka,15.2,climatological_estimate
2023,2,Khulna,24.4,climatological_estimate
2023,2,Mymensingh,22.3,climatological_estimate
2023,2,Rajshahi,18.3,climatological_estimate
2023,2,Rangpur,20.3,climatological_estimate
2023,2,Sylhet,40.6,climatological_estimate
2023,3,Barishal,42.6,climatological_estimate
2023,3,Chattogram,38.6,climatological_estimate
2023,3,Dhaka,24.4,climatological_estimate
2023,3,Khulna,30.4,climatological_estimate
2023,3,Mymensingh,40.6,climatological_estimate
2023,3,Rajshahi,19.3,climatological_estimate
2023,3,Rangpur,32.5,climatological_estimate
2023,3,Sylhet,121.8,climatological_estimate
2023,4,Barishal,77.2,climatological_estimate
2023,4,Chattogram,87.5,climatological_estimate
2023,4,Dhaka,64.9,climatological_estimate
2023,4,Khulna,56.6,climatological_estimate
2023,4,Mymensingh,82.4,climatological_estimate
2023,4,Rajshahi,30.9,climatological_estimate
2023,4,Rangpur,67.0,climatological_estimate
2023,4,Sylhet,272.9,climatological_estimate
2023,5,Barishal,173.0,climatological_estimate
2023,5,Chattogram,259.6,climatological_estimate
2023,5,Dhaka,140.1,climatological_estimate
2023,5,Khulna,127.7,climatological_estimate
2023,5,Mymensingh,197.8,climatological_estimate
2023,5,Rajshahi,78.3,climatological_estimate
2023,5,Rangpur,170.0,climatological_estimate
2023,5,Sylhet,478.9,climatological_estimate
2023,6,Barishal,383.2,climatological_estimate
2023,6,Chattogram,573.3,climatological_estimate
2023,6,Dhaka,340.2,climatological_estimate
2023,6,Khulna,297.2,climatological_estimate
2023,6,Mymensingh,383.2,climatological_estimate
2023,6,Rajshahi,228.9,climatological_estimate
2023,6,Rangpur,327.6,climatological_estimate
2023,6,Sylhet,869.4,climatological_estimate
2023,7,Barishal,453.6,climatological_estimate
2023,7,Chattogram,643.6,climatological_estimate
2023,7,Dhaka,399.0,climatological_estimate
2023,7,Khulna,388.5,climatological_estimate
2023,7,Mymensingh,441.0,climatological_estimate
2023,7,Rajshahi,373.8,climatological_estimate
2023,7,Rangpur,436.8,climatological_estimate
2023,7,Sylhet,800.1,climatological_estimate
2023,8,Barishal,414.8,climatological_estimate
2023,8,Chattogram,509.2,climatological_estimate
2023,8,Dhaka,331.8,climatological_estimate
2023,8,Khulna,344.4,climatological_estimate
2023,8,Mymensingh,386.4,climatological_estimate
2023,8,Rajshahi,339.2,climatological_estimate
2023,8,Rangpur,396.9,climatological_estimate
2023,8,Sylhet,627.9,climatological_estimate
2023,9,Barishal,333.9,climatological_estimate
2023,9,Chattogram,329.7,climatological_estimate
2023,9,Dhaka,256.2,climatological_estimate
2023,9,Khulna,281.4,climatological_estimate
2023,9,Mymensingh,309.8,climatological_estimate
2023,9,Rajshahi,248.9,climatological_estimate
2023,9,Rangpur,294.0,climatological_estimate
2023,9,Sylhet,449.4,climatological_estimate
2023,10,Barishal,191.1,climatological_estimate
2023,10,Chattogram,159.6,climatological_estimate
2023,10,Dhaka,119.7,climatological_estimate
2023,10,Khulna,155.4,climatological_estimate
2023,10,Mymensingh,147.0,climatological_estimate
2023,10,Rajshahi,73.5,climatological_estimate
2023,10,Rangpur,128.1,climatological_estimate
2023,10,Sylhet,228.9,climatological_estimate
2023,11,Barishal,48.7,climatological_estimate
2023,11,Chattogram,38.6,climatological_estimate
2023,11,Dhaka,19.3,climatological_estimate
2023,11,Khulna,38.6,climatological_estimate
2023,11,Mymensingh,22.3,climatological_estimate
2023,11,Rajshahi,8.1,climatological_estimate
2023,11,Rangpur,15.2,climatological_estimate
2023,11,Sylhet,58.9,climatological_estimate
2023,12,Barishal,14.2,climatological_estimate
2023,12,Chattogram,9.1,climatological_estimate
2023,12,Dhaka,4.1,climatological_estimate
2023,12,Khulna,12.2,climatological_estimate
2023,12,Mymensingh,6.1,climatological_estimate
2023,12,Rajshahi,4.1,climatological_estimate
2023,12,Rangpur,5.1,climatological_estimate
2023,12,Sylhet,18.3,climatological_estimate
2024,1,Barishal,18.2,climatological_estimate
2024,1,Chattogram,9.1,climatological_estimate
2024,1,Dhaka,8.1,climatological_estimate
2024,1,Khulna,15.1,climatological_estimate
2024,1,Mymensingh,12.1,climatological_estimate
2024,1,Rajshahi,9.1,climatological_estimate
2024,1,Rangpur,10.1,climatological_estimate
2024,1,Sylhet,22.2,climatological_estimate
2024,2,Barishal,25.2,climatological_estimate
2024,2,Chattogram,20.2,climatological_estimate
2024,2,Dhaka,15.1,climatological_estimate
2024,2,Khulna,24.2,climatological_estimate
2024,2,Mymensingh,22.2,climatological_estimate
2024,2,Rajshahi,18.2,climatological_estimate
2024,2,Rangpur,20.2,climatological_estimate
2024,2,Sylhet,40.4,climatological_estimate
2024,3,Barishal,42.4,climatological_estimate
2024,3,Chattogram,38.3,climatological_estimate
2024,3,Dhaka,24.2,climatological_estimate
2024,3,Khulna,30.3,climatological_estimate
2024,3,Mymensingh,40.4,climatological_estimate
2024,3,Rajshahi,19.2,climatological_estimate
2024,3,Rangpur,32.3,climatological_estimate
2024,3,Sylhet,121.1,climatological_estimate
2024,4,Barishal,76.3,climatological_estimate
2024,4,Chattogram,86.5,climatological_estimate
2024,4,Dhaka,64.1,climatological_estimate
2024,4,Khulna,56.0,climatological_estimate
2024,4,Mymensingh,81.4,climatological_estimate
2024,4,Rajshahi,30.5,climatological_estimate
2024,4,Rangpur,66.2,climatological_estimate
2024,4,Sylhet,269.8,climatological_estimate
2024,5,Barishal,171.0,climatological_estimate
2024,5,Chattogram,256.5,climatological_estimate
2024,5,Dhaka,138.4,climatological_estimate
2024,5,Khulna,126.2,climatological_estimate
2024,5,Mymensingh,195.5,climatological_estimate
2024,5,Rajshahi,77.4,climatological_estimate
2024,5,Rangpur,168.0,climatological_estimate
2024,5,Sylhet,473.4,climatological_estimate
2024,6,Barishal,375.9,climatological_estimate
2024,6,Chattogram,562.4,climatological_estimate
2024,6,Dhaka,333.7,climatological_estimate
2024,6,Khulna,291.5,climatological_estimate
2024,6,Mymensingh,375.9,climatological_estimate
2024,6,Rajshahi,224.5,climatological_estimate
2024,6,Rangpur,321.4,climatological_estimate
2024,6,Sylhet,852.8,climatological_estimate
2024,7,Barishal,445.0,climatological_estimate
2024,7,Chattogram,631.4,climatological_estimate
2024,7,Dhaka,391.4,climatological_estimate
2024,7,Khulna,381.1,climatological_estimate
2024,7,Mymensingh,432.6,climatological_estimate
2024,7,Rajshahi,366.7,climatological_estimate
2024,7,Rangpur,428.5,climatological_estimate
2024,7,Sylhet,784.9,climatological_estimate
2024,8,Barishal,406.9,climatological_estimate
2024,8,Chattogram,499.6,climatological_estimate
2024,8,Dhaka,325.5,climatological_estimate
2024,8,Khulna,337.8,climatological_estimate
2024,8,Mymensingh,379.0,climatological_estimate
2024,8,Rajshahi,332.7,climatological_estimate
2024,8,Rangpur,389.3,climatological_estimate
2024,8,Sylhet,615.9,climatological_estimate
2024,9,Barishal,327.5,climatological_estimate
2024,9,Chattogram,323.4,climatological_estimate
2024,9,Dhaka,251.3,climatological_estimate
2024,9,Khulna,276.0,climatological_estimate
2024,9,Mymensingh,303.9,climatological_estimate
2024,9,Rajshahi,244.1,climatological_estimate
2024,9,Rangpur,288.4,climatological_estimate
2024,9,Sylhet,440.8,climatological_estimate
2024,10,Barishal,187.5,climatological_estimate
2024,10,Chattogram,156.6,climatological_estimate
2024,10,Dhaka,117.4,climatological_estimate
2024,10,Khulna,152.4,climatological_estimate
2024,10,Mymensingh,144.2,climatological_estimate
2024,10,Rajshahi,72.1,climatological_estimate
2024,10,Rangpur,125.7,climatological_estimate
2024,10,Sylhet,224.5,climatological_estimate
2024,11,Barishal,48.4,climatological_estimate
2024,11,Chattogram,38.3,climatological_estimate
2024,11,Dhaka,19.2,climatological_estimate
2024,11,Khulna,38.3,climatological_estimate
2024,11,Mymensingh,22.2,climatological_estimate
2024,11,Rajshahi,8.1,climatological_estimate
2024,11,Rangpur,15.1,climatological_estimate
2024,11,Sylhet,58.5,climatological_estimate
2024,12,Barishal,14.1,climatological_estimate
2024,12,Chattogram,9.1,climatological_estimate
2024,12,Dhaka,4.0,climatological_estimate
2024,12,Khulna,12.1,climatological_estimate
2024,12,Mymensingh,6.1,climatological_estimate
2024,12,Rajshahi,4.0,climatological_estimate
2024,12,Rangpur,5.0,climatological_estimate
2024,12,Sylhet,18.2,climatological_estimate
